year,title,rating,no_of_reviews,directors_actors,genres,runtime,gross
(2019),Honorable Sins,8.6,6,"Director:,Suza Singh,,|,Stars:,Sunny Singh,,,Paul Oleynick,,,Suza Singh,,,Marika Gosick,",Action,,
(2014),Spider-Man 2: Age of Darkness,8.6,16,"Director:,Cameron Dodd,,|,Stars:,Michael Graham,,,Alyssa McGarrity,,,Hussein Mohamed,,,Hanna Scott,",Action,,
(2013),Kaphal: Wild Berries,8.6,49,"Director:,Batul Mukhtiar,,|,Stars:,Hema Bisht,,,Ramkishan Choyal,,,Subrat Dutta,,,Gita Guha,","Action, Adventure, Drama",90 min,
(I) (2012),Black,8.6,43,"Director:,Nabwana I.G.G.,,|,Stars:,Nalwanga Gloria,,,Alan Hofmanis,,,Sserunya Ernest,,,Bisaso Dauda,",Action,,
(2020),Piranha Attack,8.6,28,,Action,,
(1993),The Flower of Desire,8.6,11,"Director:,Ziad H. Hamzeh,",Action,80 min,
(2022),Young Ronin,8.6,11,"Director:,Mitchell Vanlerberg,,|,Stars:,Mitchell Vanlerberg,,,David Scarlatescu,,,Taylor Fraser,,,Peter Kaz,","Action, Drama",,
(2005),A Happy Ending,8.6,74,"Director:,James Evans,,|,Stars:,Angela Correa,,,James Evans,,,Kelly Taylor,,,Monique La Barr,","Action, Comedy, Drama",60 min,
(2014),Coast Mafia,8.6,11,"Director:,Samedy Khun,,|,Stars:,Richard Koyasu Park,,,Jordan Lawson,,,Thomas McCarthy,,,Tonia Marie Rosée,","Action, Crime, Drama",,
(2015),Tony's Place,8.6,6,"Director:,Lyle DeRose,,|,Stars:,Donovan Arterburn,,,Tamara Bailey,,,Terri Been,,,Tony Bravo,",Action,,
(2021),The Silver Vindicator,8.6,16,"Director:,Haris,","Action, Drama, Horror",163 min,
(2015),Queens & Kings Shopping Cart Race,8.6,9,"Directors:,Daniel Malakai Cabrera,,,Mike Diva,,|,Stars:,Gee Alexander,,,Noel Bertran,,,Miles Brown,,,Daniel Malakai Cabrera,","Action, Comedy",,
(2022),RiffTrax: Fugitive Rage,8.6,16,"Stars:,Bill Corbett,,,Kevin Murphy,,,Michael J. Nelson,","Action, Comedy, Drama",78 min,
(2007),Drawn by Pain,8.6,107,"Director:,Jesse Cowell,,|,Stars:,Brandon Basquin,,,Andrew Blessing,,,Russell Clay,,,Ed Dominguez,",Action,90 min,
(2011),The Empty Hands,8.6,12,"Directors:,Mahaliel Bethea,,,Steven Watkins,,|,Stars:,Hermeilio Miguel Aquino,,,Mahaliel Bethea,,,Kevin Dotcom Brown,,,Shay Lamb,",Action,90 min,
(2000),Gladiator,8.5,"1,522,201","Director:,Ridley Scott,,|,Stars:,Russell Crowe,,,Joaquin Phoenix,,,Connie Nielsen,,,Oliver Reed,","Action, Adventure, Drama",155 min,$187.71M
(1994),Léon: The Professional,8.5,"1,178,762","Director:,Luc Besson,,|,Stars:,Jean Reno,,,Gary Oldman,,,Natalie Portman,,,Danny Aiello,","Action, Crime, Drama",110 min,$19.50M
(2016),The Arc,8.5,18,"Director:,J.T. Woods,,|,Stars:,Samantha Ireland,,,Maria Shamkalian,,,Loren W. Lepre,,,Zephyr Ingle,","Action, Crime, Drama",,
(1988),Michael Jackson: Smooth Criminal (II),8.5,603,"Director:,Colin Chilvers,,|,Stars:,Brandon Quintin Adams,,,Michael Jackson,,,Sean Lennon,,,Kelley Parker,","Action, Crime, Fantasy",48 min,
(2022),Spider-Man: Power and Responsibility,8.5,14,"Director:,Eric Elliott,,|,Stars:,Eric Elliott,,,Emma Beach,,,Noah Perchard,,,Kevin Noseworthy,","Action, Adventure",123 min,
(2022),TeraStorm,8.5,19,"Director:,Andrew Kaggia,,|,Stars:,Melvin Alusa,,,Mungai Kiroga,,,Peter Mudamba,,,Sarah Muhoho,","Animation, Action, Sci-Fi",62 min,
(2015),DownLoad,8.5,7,"Director:,Bruce Harner Jr.,,|,Stars:,Zipporah Brown,,,Bobby Callaway,,,Alexander Gardner,,,Shawn Harner,","Action, Fantasy, Sci-Fi",85 min,
(2016),Nettle,8.5,"1,974","Director:,Sergey A.,,|,Stars:,Nikita Kuznetsov,,,Mykola Yeriomin,,,Dmitriy Rasseko,,,Ivan Lachance,","Action, Comedy, Drama",63 min,
(2016),Guns and Grams,8.5,43,"Director:,Larry Derr,,|,Stars:,Jessica Alexander,,,Phil Amico,,,Kevin D. Benton,,,Perry Blackmon,","Action, Crime, Drama",105 min,
(II) (2016),Nobody's Perfect,8.5,179,"Director:,Derrick Simmons,,|,Stars:,Derrick Simmons,,,Alexis Moeller,,,Don Wallace,,,Rick Aiello,","Action, Drama, Romance",94 min,
(2014),Eagles Nest,8.5,9,"Directors:,Shane Cole,,,Matt Greenhalgh,,|,Stars:,Prince Edmund Bailey,,,Andy Baker,,,Dave Bannister,,,Hayley Blakey,",Action,90 min,
(2013),Mikeyboy,8.5,198,"Director:,Chris Berkenkamp,,|,Stars:,Mike Dusi,,,Robin Charters,,,Kristen Mallette,,,Ed Gale,","Action, Adventure, Comedy",90 min,
(1981),681 AD: The Glory of Khan,8.5,441,"Director:,Ludmil Staikov,,|,Stars:,Stoyko Peev,,,Antony Genov,,,Vania Tzvetkova,,,Vassil Mihajlov,","Action, Drama, History",95 min,
(2019),Bebhaan,8.5,8,"Director:,Anup Ashok Jagdale,,|,Stars:,Mrunmayee Deshpande,,,Smita Jaykar,,,Sanjay Khapre,,,Anoop Thakur,",Action,120 min,
(2019),Love or Laughs,8.5,9,"Director:,Bo Starks,,|,Stars:,Shannon Dee,,,Jaidyn Triplett,,,Brashaad Mayweather,,,Aria London,","Action, Comedy, Romance",81 min,
(2020),"Theoretically, a paranoid conspiratorial phone call",8.5,8,"Director:,Jorge Luis Villacorta Santamato,,|,Star:,Jorge Luis Villacorta Santamato,","Action, Adventure, Comedy",92 min,
(2016),Blood Painting,8.5,19,"Director:,Andrew Rotondi,,|,Stars:,James Alonardo,,,Michael Bergeron,,,Richard Chandler,,,Matthew Crawley,","Action, Mystery, Thriller",76 min,
(2013),Lunch Break,8.5,54,"Director:,Gabriel Schmidt,,|,Stars:,Sal Landi,,,Hélène Cardona,,,Priscilla Schmidt,,,Gene Loveland,","Action, Crime, Drama",,
(2014),Dustins Dojo: The Movie,8.5,25,"Director:,Dustin Britton,,|,Stars:,Dustin Britton,,,Nicholas Guerrier,","Action, Adventure, Comedy",,
(2017),My China Doll,8.5,6,"Director:,Rachid Ferchiou,,|,Stars:,Ai Wan,,,Maram Ben Aziza,","Action, Drama",90 min,
(2015),Catching Junior Tate,8.5,15,"Director:,Karl Wilson,,|,Stars:,Jesse St. Louis,,,Christopher Wynn,,,Mark Troy,,,Greg Burgess,","Action, Adventure, Comedy",110 min,
(2019),Joe Stryker,8.5,15,"Directors:,Ryan Cadaver,,,Kevin Slayfield,,|,Stars:,Joseph Paul Watts Sr.,,,James Bickert,,,Shiloh Bloodworth,,,Nicole Cadaver,","Action, Comedy",93 min,
(2019),OH-Blivion,8.5,6,"Director:,Jared Campbell,,|,Stars:,John Felix,,,David Johnson,,,Noah Page,,,Raven Stone,",Action,45 min,
(2002),A Life More Ordinary,8.5,90,"Directors:,Kimber Cox,,,Paul Dundee,,,Anna Newell,,|,Stars:,Stephen Samson,,,Louise Smythe,,,Peter Airlie,,,Sandy Jack,","Action, Adventure",85 min,
(2016),MUDA When Time Is All That Matters,8.5,9,"Director:,Prinze Whyee,,|,Stars:,Jacinth Headlam,,,Montel Swaray,,,Tanya Thompson,,,Celeste Allen,","Action, Drama, Mystery",,
(2020),Dope Boys,8.5,7,"Director:,Twant Lavish,,|,Star:,Twant Lavish,","Animation, Action, Crime",87 min,
(2013),El Gallo,8.5,57,"Director:,Juan Fernández,,|,Stars:,Katherine Castro,,,Lia Chapman,,,Tad Coughenour,,,Juan Fernández,","Action, Crime, Drama",89 min,
(II) (2020),Lovers,8.5,10,"Director:,Connor Hearn,,|,Stars:,Connor Hearn,,,Graysen Gutwein,,,Violet Hearn,,,Reagen Hamilton,","Action, Comedy, Drama",72 min,
(2017),Clank: Red Mosaic,8.5,64,"Director:,Pauli Janhunen Calderón,,|,Stars:,Pauli Janhunen Calderón,,,Emilio Janhunen Calderón,,,Daniel Abreu,,,Daniil Piispanen,","Action, Adventure",112 min,
(2009),Clear Skies 2,8.5,13,"Director:,Ian Chisholm,,|,Stars:,Darren Blake,,,Andrew Carter,,,Ian Chisholm,,,Kevin Dewane,","Animation, Action, Sci-Fi",45 min,
(2006),Chase in Space,8.5,15,"Directors:,Stefan Lindström,,,Patrik Söderberg,,|,Stars:,Per-Olov Sedin,,,Johan Larsson,,,Peter Elfving,,,Rainer Holm,","Action, Comedy",56 min,
(2013),A Fool's Paradise,8.5,19,"Director:,Dylan McKay,,|,Stars:,Mac Jolly,,,Mason McKay,,,Mykie Valenzuela,,,Dylan McKay,",Action,67 min,
(2016),Temuan Takdir,8.5,11,"Director:,Dhyan Vimal,,|,Stars:,Malieq Abdullah,,,Zahim Albakri,,,Thanuja Ananthan,,,Dean Ezwaran,","Action, Crime",85 min,
(2015),Bad Guys,8.5,9,"Director:,Vincent McLean,,|,Stars:,Vincent McLean,,,Tommy Nash,,,James Nasimi,,,Yana Batrak,","Action, Crime, Drama",45 min,
(2009),Bullets Over Brownsville,8.5,15,"Directors:,Damon Diddit,,,Natural Langdon,,|,Stars:,Assibey Blake,,,Lymiek Chambers,,,Tayibah Clay,,,Jumaane Ford Jr.,","Action, Drama",94 min,
(2010),Honorable Retribution,8.5,20,"Director:,E. Jesus Nieves,,|,Stars:,Frank Amoruso,,,Ruthie Christianson,,,Marc I. Daniels,,,Gizzie,","Action, Drama",60 min,
(2012),Alpha Protocol: Solomon's Stele,8.5,54,"Director:,Chuka Ibeachum,,|,Stars:,Chuka Ibeachum,,,Eze Ndubuka,,,Anca Iosub,,,Daniel Chirila,",Action,126 min,
(2015),Max Peril,8.5,51,"Director:,Frank Ladner,,|,Stars:,Buddy Moody,,,Frank Ladner,,,Bobby Smith,,,David Howard,","Action, Comedy",96 min,
(2005),Dead in Texas,8.5,13,"Director:,Michael Anton,,|,Stars:,Sean Sweeney,,,Will Stanfill,,,Justin Matthews,,,Larry Randolph,","Action, Comedy, Thriller",80 min,
(2008),Defending Against Attack 'the Complete Guide',8.5,31,"Director:,Frank Nezhadpournia,,|,Stars:,Frank Nezhadpournia,,,Mark Lawn,,,Matthew Harris,,,Michelle Ericsson,",Action,180 min,
(2023),John Wick: Chapter 4,8.4,"58,262","Director:,Chad Stahelski,,|,Stars:,Keanu Reeves,,,Laurence Fishburne,,,George Georgiou,,,Lance Reddick,","Action, Crime, Thriller",169 min,
(2019),Avengers: Endgame,8.4,"1,161,947","Directors:,Anthony Russo,,,Joe Russo,,|,Stars:,Robert Downey Jr.,,,Chris Evans,,,Mark Ruffalo,,,Chris Hemsworth,","Action, Adventure, Drama",181 min,$858.37M
(1981),Raiders of the Lost Ark,8.4,"979,102","Director:,Steven Spielberg,,|,Stars:,Harrison Ford,,,Karen Allen,,,Paul Freeman,,,John Rhys-Davies,","Action, Adventure",115 min,$248.16M
(2018),Avengers: Infinity War,8.4,"1,106,991","Directors:,Anthony Russo,,,Joe Russo,,|,Stars:,Robert Downey Jr.,,,Chris Hemsworth,,,Mark Ruffalo,,,Chris Evans,","Action, Adventure, Sci-Fi",149 min,$678.82M
(2012),The Dark Knight Rises,8.4,"1,727,744","Director:,Christopher Nolan,,|,Stars:,Christian Bale,,,Tom Hardy,,,Anne Hathaway,,,Gary Oldman,","Action, Drama, Thriller",164 min,$448.14M
(2018),Spider-Man: Into the Spider-Verse,8.4,"549,836","Directors:,Bob Persichetti,,,Peter Ramsey,,,Rodney Rothman,,|,Stars:,Shameik Moore,,,Jake Johnson,,,Hailee Steinfeld,,,Mahershala Ali,","Animation, Action, Adventure",117 min,$190.24M
(1986),Aliens,8.4,"727,303","Director:,James Cameron,,|,Stars:,Sigourney Weaver,,,Michael Biehn,,,Carrie Henn,,,Paul Reiser,","Action, Adventure, Sci-Fi",137 min,$85.16M
(2004),Black Friday,8.4,"21,329","Director:,Anurag Kashyap,,|,Stars:,Kay Kay Menon,,,Pawan Malhotra,,,Aditya Srivastav,,,Dibyendu Bhattacharya,","Action, Crime, Drama",143 min,$0.03M
(2023),Enter the Drag Dragon,8.4,22,"Director:,Lee Demarbre,,|,Stars:,Jade London,,,Samnang Tep,,,Beatrice Beres,,,Dave Bignell,","Action, Adventure, Comedy",99 min,
(2019),Primal: Tales of Savagery,8.4,"2,124","Director:,Genndy Tartakovsky,,|,Stars:,Aaron LaPlante,,,Jon Olson,","Animation, Action, Adventure",85 min,
(2023),Rampage Electra,8.4,12,"Director:,Hassibullah Kushkaki,,|,Stars:,Mikayla Levy,,,James Broadhurst,,,Fiona Cooper,,,Vanessa Cobbs,","Action, Crime, Mystery",115 min,
(2020),Out of the Fight,8.4,90,"Director:,Steve Moon,,|,Stars:,Judy Norton,,,Randy Wayne,,,Robert Miano,,,Michael Aaron Milligan,","Action, Drama, War",108 min,
(2016),Aviator,8.4,82,"Directors:,William S. Goldstein,,,Alberto Marenco,,|,Stars:,Ace Marrero,,,Estefania Borge,,,Salvatore Basile,,,Juan del Mar,","Action, Drama, Thriller",87 min,
(2021),Deadpool Movie in Lego,8.4,67,"Director:,Huxley Berg,,|,Stars:,Karan Soni,,,Michael Benyaer,,,Stefan Kapicic,,,Style Dayne,","Animation, Action, Adventure",108 min,
(2016),Dora's Peace,8.4,62,"Director:,Konstandino Kalarytis,,|,Stars:,Denel Honeyball,,,Danny Keogh,,,Paballo Koza,,,Yule Masiteng,","Action, Crime, Drama",85 min,
(2021),"Minor Daemon, Volume 1",8.4,6,"Director:,Jon Rafman,","Animation, Action, Comedy",90 min,
(2022),Detective Inspector,8.4,7,"Director:,Morgan O'Callaghan,,|,Stars:,George Everett-Button,,,Toby Haycock,,,Tom Bryer,,,Matthew Hoad,","Action, Comedy, Crime",75 min,
(XI) (2020),007: Shadows,8.4,18,"Director:,Dylan McKay,,|,Stars:,Mac Jolly,,,Josh Randall,,,Brandon Morgan,,,Mykie Valenzuela,",Action,96 min,
(2020),Necroland,8.4,18,"Stars:,Michael James Alexander,,,Leah Barkoff,,,Billie Rae Bates,,,Tyler Bickel,","Animation, Action, Horror",,
(2017),Ninja Cowboy Viking vs. the GadgetGents,8.4,16,"Director:,Kody Newton,,|,Stars:,Tiego Newton,,,Brazen Newton,,,Jace Newton,,,Eleni Corson,","Action, Adventure, Comedy",91 min,
(2014),Shadowgirl: Welcome to Earth,8.4,11,"Director:,Logan Cross,,|,Stars:,Samantha Bogach,,,Narayana Cabral,,,Kristy Dowe,,,Nelson Estevez,",Action,,
(2012),Winter's Kill,8.4,17,"Directors:,Dylan J. Freedman,,,Ryan L. Johnson,,|,Stars:,Dylan J. Freedman,,,Don Hill,,,Riley Gustafson,,,Paul Schermerhorn,","Action, Horror, Thriller",,
(2020),Danger Diva,8.4,27,"Director:,Robert McGinley,,|,Stars:,Mike Dooly,,,Molly Sides,,,Tim Gouran,,,Whitney Petty,","Action, Sci-Fi, Thriller",105 min,
(2016),Alfa Maschi,8.4,26,"Director:,Jeremy Hill,,|,Stars:,Jaime Ureta,,,Tara Wraith,,,Daniel Goodwin,,,Vincent B. Gorce,","Action, Crime, Drama",105 min,
(2015),Lego Minecraft Movie,8.4,11,"Director:,Patryk Wawer,,|,Stars:,Monica Ochea,,,Patryk Wawer,","Animation, Action, Adventure",62 min,
(I) (2021),Wild Card,8.4,10,"Director:,Jordan Wilson,,|,Stars:,Jordan Wilson,,,Jords V,,,Jordz Five,,,Walson Jordan,","Action, Comedy, Crime",136 min,
(2020),Justice League: Invasion,8.4,8,"Director:,BenTinEz,,|,Stars:,Dylan Wheeler,,,Callum Rose,,,Bri Ley Ryder,,,Leo Keserovic,","Animation, Action",,
(2021),Padaka,8.4,266,"Director:,Aditya R. Chiranjeevi,,|,Stars:,Amith,,,Anmol Vijay Bhatkal,,,Mahendra,,,Pranav,",Action,120 min,
(2009),Shadowman,8.4,20,"Director:,Fabrice Devevre,,|,Stars:,Arlan Godthabb,,,Preston James Hillier,,,Victoria Masina,,,Anabella Ricardo,","Action, Drama",90 min,
(2016),The Holy Man,8.4,10,"Director:,Javier Calderon,,|,Stars:,Charlton Barton,,,Salvador Benavides,,,David Bickford,,,Hiwa Bourne,","Action, Drama, Sport",83 min,
(2020),The Lost Scene V: Retribution,8.4,31,"Director:,Tom Smith,,|,Stars:,Tom Smith,,,Micah Woodward,,,Chris Mooney,,,Mark Bollinger,",Action,52 min,
(2020),The Glint of Darkness: Revolution,8.4,29,"Director:,Shaarath Vihari,,|,Stars:,Shaarath Vihari,,,Saikumar Guttikonda,,,Brinda Shivram,,,Arshiya Gul,","Action, Crime, Mystery",51 min,
(2011),Rebecca 2,8.4,13,"Director:,Anna Breckon,,|,Stars:,Daniel Satele,,,Rachael Phyllis Gabor Duval,,,Roberto Nascimento,,,Louis Mendiola,","Action, Comedy, Mystery",90 min,
(2013),The Distant Boat,8.4,22,"Director:,Andy Brown,,|,Stars:,Isis Adannaya Munyiva Muli,,,Joan Arigi,,,Philip Chege,,,Claude Judah,","Action, Drama, Family",121 min,
(2013),King Lee,8.4,30,"Director:,Jonathan Case,,|,Stars:,Nathan Faudree,,,Al Marshall,,,Caly Givens,,,David Minikhiem,","Action, Comedy, History",96 min,
(2011),Like Al,8.4,105,"Director:,Bishop Moore,,|,Stars:,Kevin Agnes,,,Summer Britt,,,Fat Daddy,,,Abadji Franklin,","Action, Crime, Drama",55 min,
(2012),Siodmak,8.4,13,"Director:,Nicholas Ortiz,,|,Stars:,Michael Valentine,,,Masha Mendieta,,,Kit Lang,,,Krista Chandlee,","Action, Horror, Thriller",,
(2014),Rinoplasticos: A Warrior's Journey,8.4,47,"Director:,Pauli Janhunen Calderón,,|,Stars:,Emilio Janhunen Calderón,,,Pauli Janhunen Calderón,,,Andrés Calderón,,,Alvaro Calderón,","Action, Adventure, Sci-Fi",55 min,
(2009),Comanche,8.4,17,"Directors:,Jon Drake,,,Lawrence Kern,,,Julian Martinez,,|,Stars:,Julian Martinez,,,Lawrence Kern,,,Jerry Bloom,,,Diego Colon,","Action, Comedy, Crime",,
(2015),Project Z,8.4,6,"Director:,Richard Gonzalez,,|,Stars:,Richard Gonzalez,,,Karen Rose,,,Shawn Lathrop,,,Jeff Guilloz,",Action,77 min,
(1986),Bagong hari,8.4,19,"Director:,Mario O'Hara,,|,Stars:,Dan Alvaro,,,Carmi Martin,,,Joel Torre,,,Robert Arevalo,","Action, Drama",,
(2006),JailCity,8.4,47,"Director:,Dan Eberle,,|,Stars:,Dan Eberle,,,Nick Bixby,,,Paul James Vasquez,,,Anjulie,","Action, Crime, Drama",99 min,
(2022),Top Gun: Maverick,8.3,"557,708","Director:,Joseph Kosinski,,|,Stars:,Tom Cruise,,,Jennifer Connelly,,,Miles Teller,,,Val Kilmer,","Action, Drama",130 min,$718.73M
(1995),Heat,8.3,"667,230","Director:,Michael Mann,,|,Stars:,Al Pacino,,,Robert De Niro,,,Val Kilmer,,,Jon Voight,","Action, Crime, Drama",170 min,$67.44M
(1983),Star Wars: Episode VI - Return of the Jedi,8.3,"1,068,141","Director:,Richard Marquand,,|,Stars:,Mark Hamill,,,Harrison Ford,,,Carrie Fisher,,,Billy Dee Williams,","Action, Adventure, Fantasy",131 min,$309.13M
(1959),North by Northwest,8.3,"332,496","Director:,Alfred Hitchcock,,|,Stars:,Cary Grant,,,Eva Marie Saint,,,James Mason,,,Jessie Royce Landis,","Action, Adventure, Mystery",136 min,$13.28M
(2023),The Wrath of Becky,8.3,18,"Directors:,Matt Angel,,,Suzanne Coote,,|,Stars:,Matt Angel,,,Alison Cimmet,,,Aaron Dalla Villa,,,Courtney Gains,","Action, Horror, Thriller",83 min,
(2016),Dangal,8.3,"195,410","Director:,Nitesh Tiwari,,|,Stars:,Aamir Khan,,,Sakshi Tanwar,,,Fatima Sana Shaikh,,,Sanya Malhotra,","Action, Biography, Drama",161 min,$12.39M
(2022),Queen of Kings,8.3,8,"Director:,Coke Horner,,|,Stars:,Michael James Alexander,,,Raquel Brown,,,Ronald Colston Jr.,,,Cameron Cottrell,",Action,90 min,
(2022),Hundreds of Beavers,8.3,27,"Director:,Mike Cheslik,,|,Stars:,Ryland Brickson Cole Tews,,,Olivia Graves,,,Wes Tank,,,Doug Mancheski,","Action, Adventure, Comedy",108 min,
(2023),Adagium,8.3,26,"Director:,Rizal Mantovani,,|,Stars:,Pangeran Lantang,,,Jihane Almira,,,Angga Asyafriena,,,Hans de Kraker,","Action, Drama",124 min,
(1998),Todd McFarlane's Spawn 2,8.3,"1,014","Stars:,Keith David,,,Richard Dysart,,,Dominique Jennings,,,James Keane,","Animation, Action, Adventure",146 min,
(2012),Swami Ayyappan,8.3,67,"Directors:,Chetan Sharma,,,Mahesh Vettiyar,,|,Stars:,Ajith,,,Ambuty,,,Vasundra Devi,,,Suma Kariya,","Animation, Action, Adventure",90 min,
(2013),Local Kung Fu,8.3,322,"Director:,Kenny Basumatary,,|,Star:,Bonny Deori,","Action, Comedy",,
(2020),Life Without Hope,8.3,87,"Director:,Leo Sullivan,,|,Stars:,Andra Fuller,,,Michael Finn,,,Jennifer Ansari,,,Qualen Bradley,",Action,89 min,
(1984),Ang padrino,8.3,29,"Director:,Fernando Poe Jr.,,|,Stars:,Fernando Poe Jr.,,,Coney Reyes,,,Rey Langit,,,Fred Montilla,","Action, Drama",141 min,
(2016),Kanha,8.3,39,"Director:,Avadhoot Gupte,,|,Stars:,Vaibhav Tatwawadi,,,Gashmeer Mahajani,,,Gauri Nalawade,,,Kiran Karmarkar,","Action, Crime, Drama",119 min,
(2012),Slug Street Scrappers: Rise of Ryuken,8.3,77,"Director:,Micah Brock,,|,Stars:,Micah Brock,,,Katelyn Brooke,,,Narayana Cabral,,,Shaun Charney,","Action, Comedy",49 min,
(2010),The Mummerman,8.3,11,"Director:,James Hauser,,|,Stars:,Curt Mummer,,,Stephanie Bilharz,,,Ryan Farrell,,,Nicole Frier,","Action, Comedy, Crime",83 min,
(2019),Murders in the Forest of the Dead Sharks,8.3,543,"Director:,Sergey A.,,|,Stars:,Sergey A.,,,Ivan Lachance,,,Mike Lachance,,,Mykola Yeriomin,","Action, Adventure, Comedy",74 min,
(2017),Broken Chains,8.3,16,"Director:,Shannon Brown,,|,Stars:,Denise Reed,,,Shannon Brown,,,Mark Vincent,,,Michael Elian,","Action, Adventure, Biography",,
(2002),The Stoneman,8.3,91,"Director:,Ewing Miles Brown,,|,Stars:,Pat Morita,,,Christopher Atkins,,,Robin Riker,,,Ron Masak,","Action, Horror, Mystery",,
(2020),Promise Chronicles - Phase One,8.3,9,"Director:,Anthony N. Wright,,|,Stars:,Robert Chamberlain,,,Snookie Correa,,,Rick Daniels,,,Lawanda Davis,","Action, Adventure, Drama",135 min,
(2020),Hitter Twist,8.3,9,"Director:,Henning Morales,,|,Stars:,Lydia Aberkane,,,Jush Allen,,,Olivia Cella,,,Sandra Davis,","Action, Crime, Drama",103 min,
(2015),Take a Chance,8.3,27,"Director:,Shihan Oyama,,|,Stars:,Cassandra Scerbo,,,Mackenyu,,,Shin'ichi Chiba,,,Alexander P. Heartman,","Action, Drama, Romance",92 min,
(2021),Sauce Boys,8.3,11,"Director:,Brian Gilleece,,|,Stars:,Brian Gilleece,,,Kevin Caliber,,,Brent Pope,,,Cassidi Parker,",Action,45 min,
(2013),The Hunter's Circle,8.3,13,"Director:,Kelly Weaver,,|,Stars:,Anne Marie Aksell,,,Anja Akstin,,,Lisa Arcaro,,,Anthony Belevtsov,",Action,90 min,
(2011),To Be King,8.3,229,"Director:,Steve Rahaman,,|,Stars:,Nigel Harvey,,,Frank Merlino,,,Rosie Moss,,,LoDeon,","Action, Drama, Romance",101 min,
(2011),The Young,8.3,45,"Director:,Richard Weston,,|,Stars:,Laurence Thompson,,,Alastair Baillie,,,Mike Barrowman,,,Joel Dawson Bates,","Action, Drama, War",175 min,
(2020),Khange Tha Game,8.3,68,"Director:,Rich Rule,,|,Stars:,Deget Bundlez,,,Eli Tracewell,,,Cody Gutberlet,,,Kristin Mitchem,","Action, Drama",79 min,
(III) (2016),Stronger,8.3,15,"Directors:,Sebastian Balser,,,Florian Eckhardt,,,Mathias Egle,,,Riley Goodwin,,|,Stars:,Dan Brisse,,,Torstein Horgmo,,,Bryan Iguchi,,,Phil Jacques,","Action, Sport",47 min,
(III) (2017),Tag,8.3,10,"Director:,Max Coultan,,|,Stars:,Felix Nicholls,,,Morgan Ashton,,,Aisling Gibney,,,Noah Ashton,","Action, Comedy",46 min,
(I) (2017),Invisible World,8.3,22,"Director:,Alan Smithee,,|,Stars:,Hans Holsen,,,Joann Schinderle,,,Joann 'Toastann' Schinderle,,,Levin O'Connor,","Action, Comedy",,
(2002),God Is on Their Side,8.3,15,"Director:,Mark Eisenstein,,|,Stars:,David Johansen,,,Nick Taylor,,,Charles Balcer,,,Dino Barlaam,","Musical, Action, Comedy",96 min,
(1993),The Adventures of El Frenetico and Go Girl,8.3,53,"Director:,Pat Bishow,,|,Stars:,Charles Pellegrino,,,Frances Lee,,,Jon Sanborne,,,Madoka Raine,","Action, Comedy",,
(II) (2017),Jericho,8.3,22,"Director:,Emir Skalonja,,|,Stars:,Mirela Ajdimovski,,,Tyler Cheman,,,Brandon Czerwinski,,,Katherine Fudge,",Action,74 min,
(1987),Forceful Impact,8.3,7,"Director:,Ackyl Anwari,,|,Stars:,Warren Fleming,,,Cindy Lee Duck,,,Hengky Tornando,,,Page Foster,",Action,79 min,
(2011),Full Speed or Nothing,8.3,26,"Director:,Jason Gwynn,,|,Stars:,Dallas Graison,,,Jason Gwynn,,,Allison McPeek,,,Demyilo Ray,","Action, Comedy, Sport",45 min,
(2012),Dominican,8.3,8,"Director:,Dave Patten,,|,Stars:,David Ricks,,,Marlen Diaz,,,Jay Wasley,,,Dave Patten,",Action,,
(2010),No Leaf Clover,8.3,9,"Director:,Andrei Sporea,,|,Stars:,Andrei Sporea,,,Delka Nenkova,,,Lenny Porterfield,,,Mauricio Zamora,",Action,70 min,
(2010),King B.'s ROOST the Sequel,8.3,12,"Director:,King B.,,|,Stars:,King B.,,,Ron Cooper,,,Tommie Lee Moore,,,Leon Rogers,","Action, Crime",,
